external_id,name,description_html,type_id,state_id,external_source,assignees,extra_properties,cycle_id,module_id
FICC-88850,对接销售支持批量修改 [0131],,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""信息技术部"", ""domestic_overseas"": ""境内"", ""it_pm"": ""1f032804-4e24-4b85-a5d3-e57bb39f84b4"", ""techLead"": ""张弦"", ""in_delivery"": false, ""estimated_iteration"": ""0131迭代""}",b5ee98b6-f0a4-4371-8999-c080a6a5b3df,
FICC-90232,iDeal客户画像持续开发 [0131],,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""信息技术部"", ""domestic_overseas"": ""境内"", ""it_pm"": ""1f032804-4e24-4b85-a5d3-e57bb39f84b4"", ""techLead"": ""陈志宝"", ""in_delivery"": false, ""estimated_iteration"": ""0131迭代""}",b5ee98b6-f0a4-4371-8999-c080a6a5b3df,
FICC-89947,"展业报错优化：
1.展业平台的报错增加HEADS标识
2.流程标题过长无法发起审批流程，需要前后端限制相同的长度 [0131]",,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""信息技术部"", ""domestic_overseas"": ""境内"", ""it_pm"": ""1f032804-4e24-4b85-a5d3-e57bb39f84b4"", ""techLead"": ""张弦"", ""in_delivery"": false, ""estimated_iteration"": ""0131迭代""}",b5ee98b6-f0a4-4371-8999-c080a6a5b3df,
FICC-89815,"AI-framework 1.1.0 功能开发,主要在可观测性、文件上传解析等对齐泰为平台 [0131]",,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""信息技术部"", ""domestic_overseas"": ""境内"", ""team"": ""平台架构团队"", ""it_pm"": ""b5cf400d-4a1a-4daf-8ad7-dc33d720391c"", ""techLead"": ""马志伟"", ""in_delivery"": false, ""estimated_iteration"": ""0131迭代""}",b5ee98b6-f0a4-4371-8999-c080a6a5b3df,
FICC-89815,应对香港机房本地化部署的平台架构POC，主要是nats-super-gateway，服务治理引入新维度等 [0131],,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""信息技术部"", ""domestic_overseas"": ""境外"", ""team"": ""平台架构团队"", ""it_pm"": ""b5cf400d-4a1a-4daf-8ad7-dc33d720391c"", ""techLead"": ""方乾"", ""in_delivery"": false, ""estimated_iteration"": ""待定""}",b5ee98b6-f0a4-4371-8999-c080a6a5b3df,
FICC-89815,材料准入审核的权限控制、审核规则优化等 [0131],,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""信息技术部"", ""domestic_overseas"": ""境内"", ""team"": ""平台架构团队"", ""it_pm"": ""b5cf400d-4a1a-4daf-8ad7-dc33d720391c"", ""techLead"": ""叶恺翔"", ""in_delivery"": false, ""estimated_iteration"": ""0131迭代""}",b5ee98b6-f0a4-4371-8999-c080a6a5b3df,
FICC-89254,资产门户功能建设与优化 [0131],,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""信息技术部"", ""domestic_overseas"": ""境内"", ""team"": ""平台架构团队"", ""it_pm"": ""b5cf400d-4a1a-4daf-8ad7-dc33d720391c"", ""techLead"": ""朱海洋"", ""in_delivery"": false, ""estimated_iteration"": ""0131迭代""}",b5ee98b6-f0a4-4371-8999-c080a6a5b3df,
FICC-89254,CHAT BI方案选型调研 [0131],,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""信息技术部"", ""domestic_overseas"": ""境内"", ""team"": ""平台架构团队"", ""it_pm"": ""b5cf400d-4a1a-4daf-8ad7-dc33d720391c"", ""techLead"": ""张龙"", ""in_delivery"": false, ""estimated_iteration"": ""0131迭代""}",b5ee98b6-f0a4-4371-8999-c080a6a5b3df,
FICC-89254,数仓任务治理 [0131],,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""信息技术部"", ""domestic_overseas"": ""境内"", ""team"": ""平台架构团队"", ""it_pm"": ""b5cf400d-4a1a-4daf-8ad7-dc33d720391c"", ""techLead"": ""唐超"", ""in_delivery"": false, ""estimated_iteration"": ""0131迭代""}",b5ee98b6-f0a4-4371-8999-c080a6a5b3df,
FICC-82926,场外平台入池流程审批人取值优化 [0131],,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""信息技术部"", ""domestic_overseas"": ""境内"", ""it_pm"": ""86316c00-0847-43a8-8176-834f264e0307"", ""techLead"": ""闻磊/唐超"", ""in_delivery"": false, ""estimated_iteration"": ""0131迭代""}",b5ee98b6-f0a4-4371-8999-c080a6a5b3df,
FICC-90112,RDS文件加载 [0131],,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""信息技术部"", ""domestic_overseas"": ""境内/境外"", ""team"": ""客户端团队"", ""techLead"": ""张龙"", ""in_delivery"": false, ""estimated_iteration"": ""0328迭代""}",b5ee98b6-f0a4-4371-8999-c080a6a5b3df,
FICC-90370,评估和实施迁移一个集群的定时任务到新的“定时策略”体系下 [0131],,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""信息技术部"", ""domestic_overseas"": ""境内"", ""team"": ""策略平台团队"", ""it_pm"": ""535b3838-1804-4a1f-8353-5320babd97b8"", ""techLead"": ""姜瀚"", ""in_delivery"": false, ""estimated_iteration"": ""0131迭代""}",b5ee98b6-f0a4-4371-8999-c080a6a5b3df,
,场外库存券同步数智中台新增批次 [0131],,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""信息技术部"", ""domestic_overseas"": ""境内"", ""team"": ""交易团队"", ""it_pm"": ""535b3838-1804-4a1f-8353-5320babd97b8"", ""techLead"": ""李致远"", ""in_delivery"": false, ""estimated_iteration"": ""0131迭代""}",b5ee98b6-f0a4-4371-8999-c080a6a5b3df,
