external_id,name,description_html,type_id,state_id,external_source,assignees,extra_properties,cycle_id,module_id
FICCHEADS-1171,数据需求-同步trace数据到研发网 [0307],<p>本需求为纯数据类需求。因境外投研需求，需要使用trace数据进行境外债成交分析，因此需同步trace数据到研发网，该分析会在研发网环境进行。</p><p>【当前迭代交付】完成Trace美国信用债逐笔成交行情接入，协助研发台完成KDB数据落库</p>,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""香港金控FICC"", ""domestic_overseas"": ""境外"", ""category_l1"": ""债券"", ""category_l2"": ""境外信用债债"", ""category_l3"": ""数据接入"", ""center"": ""自营业务中心"", ""team"": ""自营交易四台"", ""biz_pm"": ""王逸"", ""biz_priority"": ""自营业务中心优先级4"", ""it_pm"": ""535b3838-1804-4a1f-8353-5320babd97b8"", ""techLead"": ""陈治平"", ""in_delivery"": true, ""estimated_iteration"": ""预计当前迭代完成交付"", ""delivery_content"": ""完成Trace美国信用债逐笔成交行情接入，协助研发台完成KDB数据落库"", ""remarks"": ""IT侧进行数据是否准确接入测试；业务在大象SIT环境验收策略能否在测试环境准确调用数据。\n技术负责人在【12-29日】反馈我们为配合方，排期依赖固收""}",eb4e80fd-280b-4ed8-9213-b04ea8f09627,
FICCHEADS-1147,港交所外汇期货实时行情落库与订阅需求 [0307],<p>大象接入港交所外汇期货实时行情并落库，支持策略查询</p><p>【当前迭代交付】完成港交所外汇期货-路孚特行情源USDCNH期货的行情接入，别协助研发台完成KDB数据落库</p>,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""香港金控FICC"", ""domestic_overseas"": ""境外"", ""category_l1"": ""外汇"", ""category_l2"": ""外汇期货"", ""category_l3"": ""数据接入"", ""center"": ""做市业务中心"", ""team"": ""外汇做市台"", ""biz_pm"": ""武晨宇"", ""biz_priority"": ""做市业务中心优先级1"", ""it_pm"": ""535b3838-1804-4a1f-8353-5320babd97b8"", ""techLead"": ""王轮樟"", ""in_delivery"": true, ""estimated_iteration"": ""预计当前迭代完成交付"", ""delivery_content"": ""完成港交所外汇期货-路孚特行情源USDCNH期货的行情接入，别协助研发台完成KDB数据落库"", ""remarks"": ""IT侧进行数据是否准确接入测试；业务在大象SIT环境验收策略能否在测试环境准确调用数据\n技术负责人在【12-29日】已确认""}",eb4e80fd-280b-4ed8-9213-b04ea8f09627,
FICCHEADS-1099,iDeal机器人自动下单功能(新增支持平安利顺） [0307],<p>实现直连货币中介iDeal机器人的债券自动下单成交。</p><p>此需求为新增对接直连货币中介平安理顺的机器人。</p><p>【当前迭代交付】完成平安利顺成交回执接口对接</p>,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""固定收益部"", ""domestic_overseas"": ""境内"", ""category_l1"": ""债券"", ""category_l2"": ""银行间债券"", ""category_l3"": ""直连经纪商债券交易"", ""center"": ""做市业务中心"", ""team"": ""本币做市台"", ""biz_pm"": ""韩玲"", ""biz_priority"": ""做市业务中心优先级2"", ""it_pm"": ""1f032804-4e24-4b85-a5d3-e57bb39f84b4"", ""techLead"": ""戚挺"", ""in_delivery"": true, ""estimated_iteration"": ""预计2个迭代完成交付"", ""delivery_content"": ""完成平安利顺成交回执接口对接"", ""remarks"": ""技术负责人在【1-6日】已确认""}",eb4e80fd-280b-4ed8-9213-b04ea8f09627,
FICCHEADS-1140,债券ETF业务系统需求说明书（二期）：二级交易 [0307],<p>实现债券ETF交易链路建设中二级交易功能。</p><p>【当前迭代交付】【不纳入说明】：本迭代工作量饱和，无法纳入更多需求。</p>,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""固定收益部"", ""domestic_overseas"": ""境内"", ""category_l1"": ""基金"", ""category_l2"": ""债券ETF"", ""category_l3"": ""债券ETF交易"", ""center"": ""做市业务中心"", ""team"": ""本币做市台"", ""biz_pm"": ""韩玲"", ""biz_priority"": ""做市业务中心优先级3"", ""it_pm"": ""86316c00-0847-43a8-8176-834f264e0307"", ""techLead"": ""戚挺"", ""in_delivery"": false, ""estimated_iteration"": ""本迭代无法启动后续重新排期"", ""delivery_content"": ""【不纳入说明】：本迭代工作量饱和，无法纳入更多需求。"", ""remarks"": ""BRD已补充澄清，达到准入标准""}",eb4e80fd-280b-4ed8-9213-b04ea8f09627,
FICCHEADS-1159,【外部采购】衡泰系统-债券远期业务管理模块 [0307],<p>该需求为采购外部系统的需求，需要技术部承接采购，但不占或占用很少研发资源</p><p>【当前迭代交付】协助衡泰完成模块交付</p>,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""固定收益部"", ""domestic_overseas"": ""境内"", ""category_l1"": ""债券"", ""category_l2"": ""债券远期"", ""category_l3"": ""交易簿记"", ""center"": ""流动性管理中心"", ""team"": ""-"", ""biz_pm"": ""韩玲"", ""biz_priority"": ""流动性管理中心优先级1"", ""it_pm"": ""6fe8459b-3b6b-4197-a29a-f95f2a7e20cc"", ""in_delivery"": true, ""delivery_content"": ""协助衡泰完成模块交付"", ""remarks"": ""据衡泰反馈1月24上线债券远期模块""}",eb4e80fd-280b-4ed8-9213-b04ea8f09627,
FICCHEADS-955,票据业务持仓占用规则调整 [0307],<p>将票据业务持仓额度占用纳入固收常规限额体系内。</p><p>【当前迭代交付】【不纳入说明】：本迭代工作量饱和，无法纳入更多需求</p>,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""固定收益部"", ""domestic_overseas"": ""境内"", ""category_l1"": ""票据"", ""category_l2"": ""股指期货"", ""category_l3"": ""自营交易"", ""center"": ""流动性管理中心"", ""team"": ""-"", ""biz_pm"": ""韩玲"", ""biz_priority"": ""流动性管理中心优先级2"", ""it_pm"": ""6fe8459b-3b6b-4197-a29a-f95f2a7e20cc"", ""techLead"": ""戚挺"", ""in_delivery"": false, ""estimated_iteration"": ""本迭代无法启动后续重新排期"", ""delivery_content"": ""【不纳入说明】：本迭代工作量饱和，无法纳入更多需求"", ""remarks"": ""BRD已补充澄清，达到准入标准\n与风控研发资源冲突，优先处理优先为0需求""}",eb4e80fd-280b-4ed8-9213-b04ea8f09627,
FICCHEADS-631,资金流管理模块-每日银行间资金头寸自动计算功能需求 [0307],<p>监控银行间因债券交易、回购交易、资金调拨等带来的资金头寸变化：</p><p>1）交易口径</p><p>2）结算口径</p><p>【当前迭代交付】【不纳入说明】：本迭代工作量饱和，无法纳入更多需求</p>,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""固定收益部"", ""domestic_overseas"": ""境内"", ""category_l1"": ""综合"", ""category_l2"": ""流动性管理"", ""category_l3"": ""资金管理"", ""center"": ""流动性管理中心"", ""team"": ""-"", ""biz_pm"": ""韩玲"", ""biz_priority"": ""流动性管理中心优先级3"", ""it_pm"": ""6fe8459b-3b6b-4197-a29a-f95f2a7e20cc"", ""techLead"": ""戚挺"", ""in_delivery"": false, ""estimated_iteration"": ""本迭代无法启动后续重新排期"", ""delivery_content"": ""【不纳入说明】：本迭代工作量饱和，无法纳入更多需求"", ""remarks"": ""BRD已补充澄清，达到准入标准""}",eb4e80fd-280b-4ed8-9213-b04ea8f09627,
FICCHEADS-458,大象平台自动化选券功能需求 [0307],<p>1）资金交易员导入交易要素后，由中央券池按一定算法规则进行回购交易和质押券的最优匹配。</p><p>2）支持用户对中央券池的匹配结果进行自定义优化，经系统校验完毕后即可经交易中心上行接口发单。</p><p>【当前迭代交付】【不纳入说明】：本迭代工作量饱和，无法纳入更多需求</p>,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""固定收益部"", ""domestic_overseas"": ""境内"", ""category_l1"": ""回购"", ""category_l2"": ""银行间正回购"", ""category_l3"": ""内部交易"", ""center"": ""流动性管理中心"", ""team"": ""-"", ""biz_pm"": ""韩玲"", ""biz_priority"": ""流动性管理中心优先级4"", ""it_pm"": ""6fe8459b-3b6b-4197-a29a-f95f2a7e20cc"", ""techLead"": ""戚挺"", ""in_delivery"": false, ""estimated_iteration"": ""本迭代无法启动后续重新排期"", ""delivery_content"": ""【不纳入说明】：本迭代工作量饱和，无法纳入更多需求"", ""remarks"": ""BRD已补充澄清，达到准入标准""}",eb4e80fd-280b-4ed8-9213-b04ea8f09627,
FICCHEADS-1148,统一授信报表逻辑优化需求 [0307],<p>根据监管要求，对场外期权的统一授信报表进行指标计算逻辑和客户信息匹配优化</p><p>【当前迭代交付】1、Add-on计算逻辑调整</p><p>2、RC计算逻辑补充</p><p>3、客户匹配逻辑优化</p><p>4、计算结果异常原因补充</p>,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""固定收益部"", ""domestic_overseas"": ""境内"", ""category_l1"": ""场外衍生品"", ""category_l2"": ""场外收益互换"", ""category_l3"": ""场外"", ""center"": ""代客业务中心"", ""biz_pm"": ""褚悦珊"", ""biz_priority"": ""代客业务中心优先级1"", ""it_pm"": ""9a969130-2666-4604-9326-c2b17ca09ef1"", ""techLead"": ""张弦"", ""in_delivery"": true, ""estimated_iteration"": ""预计当前迭代完成交付"", ""delivery_content"": ""1、Add-on计算逻辑调整\n2、RC计算逻辑补充\n3、客户匹配逻辑优化\n4、计算结果异常原因补充"", ""remarks"": ""技术负责人在【1-7日】已确认""}",eb4e80fd-280b-4ed8-9213-b04ea8f09627,
FICCHEADS-1124,境外债TRS付息/资金流水自动生成 [0307],<p>支持境外债TRS（包括中资美元债、点心债等）自动生成债券付息资金流水与交易流水，具体包括：</p><p>1）合约簿记增加派息规则等字段</p><p>2）自动生成付息要素</p><p>3）生成付息交易流水</p><p>4）生成资金流水</p><p>【当前迭代交付】境外债cash flow上游数据对接</p>,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""固定收益部"", ""domestic_overseas"": ""境内"", ""category_l1"": ""互换"", ""category_l2"": ""场外收益互换"", ""category_l3"": ""场外"", ""center"": ""代客业务中心"", ""biz_pm"": ""褚悦珊"", ""biz_priority"": ""代客业务中心优先级2"", ""it_pm"": ""9a969130-2666-4604-9326-c2b17ca09ef1"", ""techLead"": ""张弦"", ""in_delivery"": true, ""estimated_iteration"": ""预计3个迭代完成交付"", ""delivery_content"": ""境外债cash flow上游数据对接"", ""remarks"": ""技术负责人在【1-7日】已确认""}",eb4e80fd-280b-4ed8-9213-b04ea8f09627,
FICCHEADS-873,IRS交易支持对接xswap实现线上对冲 [0307],<p>目前场外衍生品平台TRS的IRS品种对客交易，客户主要是通过线下与我们达成交易，交易效率低，后续通过大象平台TRS对冲端直连X-Swap平台，客户可以直接线上看到X-Swap价格（加点）进行成交，能大幅提升交易量。目前TRS支持债券通过X-Bond的成交模式。</p><p>【当前迭代交付】完成技术方案确认</p>,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""固定收益部"", ""domestic_overseas"": ""境内"", ""category_l1"": ""互换"", ""category_l2"": ""场外收益互换"", ""category_l3"": ""场外"", ""center"": ""代客业务中心"", ""biz_pm"": ""褚悦珊"", ""biz_priority"": ""代客业务中心优先级3"", ""it_pm"": ""9a969130-2666-4604-9326-c2b17ca09ef1"", ""techLead"": ""张弦"", ""in_delivery"": true, ""estimated_iteration"": ""预计3个迭代完成交付"", ""delivery_content"": ""完成技术方案确认"", ""remarks"": ""技术负责人在【1-7日】已确认""}",eb4e80fd-280b-4ed8-9213-b04ea8f09627,
FICCHEADS-1127,境外债券支持配置汇率敞口算法 [0307],<p>支持境外债券合约的汇率敞口的灵活配置和计算，满足客户对于汇率浮动所导致的本金损益精细化管理的诉求</p><p>【当前迭代交付】支持境外债券非累计结转模式汇率敞口计算</p>,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""固定收益部"", ""domestic_overseas"": ""境内"", ""category_l1"": ""场外衍生品"", ""category_l2"": ""场外收益互换"", ""category_l3"": ""场外"", ""center"": ""代客业务中心"", ""biz_pm"": ""褚悦珊"", ""biz_priority"": ""代客业务中心优先级4"", ""it_pm"": ""9a969130-2666-4604-9326-c2b17ca09ef1"", ""techLead"": ""张弦"", ""in_delivery"": true, ""estimated_iteration"": ""预计3个迭代完成交付"", ""delivery_content"": ""支持境外债券非累计结转模式汇率敞口计算"", ""remarks"": ""技术负责人在【1-7日】已确认""}",eb4e80fd-280b-4ed8-9213-b04ea8f09627,
FICCHEADS-931,金交所/银行间 即远掉询价交易风控相关需求 [0307],<p>为丰富客需衍生品业务对冲渠道的多样性，交易台提出支持黄金即远掉交易需求。相应地，风险管理方面提出配套风险管理以及风险分析需求以支持该业务开展，包括：</p><p>1）相关授权与权限功能；</p><p>2）场外衍生品估值敞口监控界面以及损益监控有关功能开发及改造。</p><p>【当前迭代交付】【不纳入说明】：本迭代工作量饱和，无法纳入更多需求</p>,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""固定收益部"", ""domestic_overseas"": ""境内"", ""category_l1"": ""贵金属"", ""category_l2"": ""黄金"", ""category_l3"": ""交易风控"", ""center"": ""风险合规中心"", ""team"": ""风险管理团队"", ""biz_pm"": ""赵鸿达"", ""biz_priority"": ""风险合规中心优先级1"", ""it_pm"": ""14b265fe-200d-46aa-8e25-66f57a1e130d"", ""techLead"": ""戚挺"", ""in_delivery"": false, ""estimated_iteration"": ""本迭代无法启动后续重新排期"", ""delivery_content"": ""【不纳入说明】：本迭代工作量饱和，无法纳入更多需求"", ""remarks"": ""与风控研发资源冲突，优先处理优先为0需求""}",eb4e80fd-280b-4ed8-9213-b04ea8f09627,
FICCHEADS-102,接入报价回购、收益凭证业务的数据并进行风险计量及量化分析 [0307],<p>在大象风险管理工作站，增加【融资类产品业务监控面板】，包括：报价回购、收益凭证等，展示其业务开展现状、风控指标等。</p><p>【当前迭代交付】【不纳入说明】：可早于0307完成，无需纳入0307迭代</p>,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""固定收益部"", ""domestic_overseas"": ""境内"", ""category_l1"": ""综合"", ""category_l2"": ""风险管理"", ""category_l3"": ""指标计算"", ""center"": ""风险合规中心"", ""team"": ""风险管理团队"", ""biz_pm"": ""赵鸿达"", ""biz_priority"": ""风险合规中心优先级2"", ""it_pm"": ""daa28f62-9d59-4c8a-9c93-28d931e72b99"", ""techLead"": ""姚忠兵"", ""in_delivery"": false, ""estimated_iteration"": ""预计提前完成（早于0307版本）"", ""delivery_content"": ""【不纳入说明】：可早于0307完成，无需纳入0307迭代"", ""remarks"": ""BRD已补充澄清，达到准入标准\n技术负责人在【12-29日】已确认""}",eb4e80fd-280b-4ed8-9213-b04ea8f09627,
FICCHEADS-812,监管报表-现券和回购偏离度报表完善需求V2 [0307],<p>对监管报表中，细分的“现券和回购偏离度报表”进行有关完善。</p><p>【当前迭代交付】需求文档中第4条内容</p>,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""固定收益部"", ""domestic_overseas"": ""境内"", ""category_l1"": ""综合"", ""category_l2"": ""风险管理"", ""category_l3"": ""业务报表"", ""center"": ""风险合规中心"", ""team"": ""风险管理团队"", ""biz_pm"": ""赵鸿达"", ""biz_priority"": ""风险合规中心优先级3"", ""it_pm"": ""daa28f62-9d59-4c8a-9c93-28d931e72b99"", ""techLead"": ""陈治平"", ""in_delivery"": true, ""estimated_iteration"": ""预计3个以上迭代完成交付"", ""delivery_content"": ""需求文档中第4条内容"", ""remarks"": ""第5条需求依赖其他需求，目前无法排期\n技术负责人在【12-29日】已确认""}",eb4e80fd-280b-4ed8-9213-b04ea8f09627,
FICCHEADS-147,大象信用债持仓功能模块的开发需求 [0307],<p>信用债持仓功能（持仓整体分析）是构建系统性、全方位的大象持仓监控体系的核心功能，通过大象系统与CAMS平台的深度联动，可以实现用户实时跟踪账户变动、舆情预警等投资管理需求。</p><p>主要包括：持仓展示、持仓明细及持仓管理工具</p><p>【当前迭代交付】【不纳入说明】：本迭代工作量饱和，无法纳入更多需求</p>,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""固定收益部"", ""domestic_overseas"": ""境内"", ""category_l1"": ""综合"", ""category_l2"": ""风险管理"", ""category_l3"": ""信用风险"", ""center"": ""风险合规中心"", ""team"": ""风险管理团队"", ""biz_pm"": ""赵鸿达"", ""biz_priority"": ""风险合规中心优先级4"", ""it_pm"": ""daa28f62-9d59-4c8a-9c93-28d931e72b99"", ""techLead"": ""姚忠兵"", ""in_delivery"": false, ""estimated_iteration"": ""本迭代无法启动后续重新排期"", ""delivery_content"": ""【不纳入说明】：本迭代工作量饱和，无法纳入更多需求""}",eb4e80fd-280b-4ed8-9213-b04ea8f09627,
