external_id,name,description_html,type_id,state_id,external_source,assignees,extra_properties,cycle_id,module_id
FICCHEADS-1110,OCI账户持仓减值计算方案调整需求说明书 [0328],<p>对以摊余成本计量的债券、以公允价值计量且其变动计入其他综合收益的债券的减值计算方法进行调整。</p><p>【当前迭代交付】【不纳入说明】：本迭代工作量饱和，无法纳入更多需求</p>,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""固定收益部"", ""domestic_overseas"": ""境内"", ""category_l1"": ""综合"", ""category_l2"": ""风险管理"", ""category_l3"": ""账户管理"", ""center"": ""自营业务中心"", ""team"": ""自营交易五台"", ""biz_pm"": ""赵鸿达"", ""biz_priority"": ""自营业务中心优先级1"", ""it_pm"": ""86316c00-0847-43a8-8176-834f264e0307"", ""techLead"": ""姚忠兵"", ""in_delivery"": false, ""estimated_iteration"": ""本迭代无法启动后续重新排期"", ""delivery_content"": ""【不纳入说明】：本迭代工作量饱和，无法纳入更多需求""}",8b6f3266-ad5d-4193-8b2e-724da8b4a476,
FICCHEADS-1140,债券ETF业务系统需求说明书（二期）：二级交易 [0328],<p>实现债券ETF交易链路建设中二级交易功能。</p><p>【当前迭代交付】完成价格偏离度，单债券ETF持仓限额，债券ETF总体持仓限额，持仓集中度4个风控功能</p>,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""固定收益部"", ""domestic_overseas"": ""境内"", ""category_l1"": ""基金"", ""category_l2"": ""债券ETF"", ""category_l3"": ""交易链路"", ""center"": ""自营业务中心"", ""team"": ""信用交易台"", ""biz_pm"": ""韩玲"", ""biz_priority"": ""自营业务中心优先级2"", ""it_pm"": ""86316c00-0847-43a8-8176-834f264e0307"", ""techLead"": ""戚挺"", ""in_delivery"": true, ""estimated_iteration"": ""预计0523迭代之后完成交付"", ""delivery_content"": ""完成价格偏离度，单债券ETF持仓限额，债券ETF总体持仓限额，持仓集中度4个风控功能"", ""remarks"": ""技术负责人在【1-30日】已确认""}",8b6f3266-ad5d-4193-8b2e-724da8b4a476,
FICCHEADS-1189,美国国债做市系统需求 [0328],<p>1. 对冲端连接城堡基金接口， 接入对冲端渠道的行情信息</p><p>2. 报价端连接彭博等渠道，策略报价能够报至ALLQ等渠道</p><p>3. 大象报价面板支持进行对美国国债的策略报价和策略对冲平盘</p><p>4. 大象询价回复面板和类似功能支持进行客户询价的策略/人工询价回复</p><p>5. 支持查询订单、成交、持仓、PnL、风险等相关报表信息</p><p>【当前迭代交付】完成需求内容沟通与分析，制定阶段性交付目标。</p>,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""香港金控FICC"", ""domestic_overseas"": ""境外"", ""category_l1"": ""债券"", ""category_l2"": ""美国国债"", ""category_l3"": ""交易链路"", ""center"": ""做市业务中心"", ""team"": ""外币债券做市台"", ""biz_pm"": ""韩玲"", ""biz_priority"": ""做市业务中心优先级1"", ""it_pm"": ""943c1313-5035-46a0-b1e2-91e3a19546a6"", ""techLead"": ""戚挺"", ""in_delivery"": true, ""estimated_iteration"": ""预计0523迭代之后完成交付"", ""delivery_content"": ""完成需求内容沟通与分析，制定阶段性交付目标。"", ""remarks"": ""技术负责人在【1-28日】已确认""}",8b6f3266-ad5d-4193-8b2e-724da8b4a476,
FICCHEADS-1194,金控FICC期货（港交所外汇期货）前台交易簿记需求 [0328],<p>本需求为前台交易簿记需求，针对港交所外汇期货所涉及的前台交易簿记，拟进行整体建设，包括交易簿记、持仓管理、风险管理、估值模型及现金流计算、账户管理等。</p><p>【当前迭代交付】完成需求内容沟通与分析，制定阶段性交付目标。</p>,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""香港金控FICC"", ""domestic_overseas"": ""境外"", ""category_l1"": ""期货"", ""category_l2"": ""外汇期货"", ""category_l3"": ""交易簿记"", ""center"": ""做市业务中心"", ""team"": ""大象平台产品团队"", ""biz_pm"": ""赵鸿达"", ""biz_priority"": ""做市业务中心优先级2"", ""it_pm"": ""943c1313-5035-46a0-b1e2-91e3a19546a6"", ""techLead"": ""戚挺"", ""in_delivery"": true, ""estimated_iteration"": ""预计0523迭代之后完成交付"", ""delivery_content"": ""完成需求内容沟通与分析，制定阶段性交付目标。"", ""remarks"": ""技术负责人在【1-28日】已确认""}",8b6f3266-ad5d-4193-8b2e-724da8b4a476,
FICCHEADS-1184,收益互换支持挂钩加拿大多伦多交易所和美国BATS交易所权益品种 [0328],<p>为满足客户交易需求，场外衍生品平台收益互换新增支持美国BATS证券交易所、加拿大多伦多证券交易所的权益品种，以上交易适用目前场外衍生品平台的风控规则（包括实时和日终风控），并支持合约自动生成、估值、实时/日终盯市等合约全生命周期管理</p><p>【当前迭代交付】【不纳入说明】：上游行情中心数据需要改造，本迭代无法启动</p>,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""固定收益部"", ""domestic_overseas"": ""境内"", ""category_l1"": ""场外衍生品"", ""category_l2"": ""场外收益互换"", ""category_l3"": ""交易链路"", ""center"": ""代客业务中心"", ""team"": ""多资产创新产品团队"", ""biz_pm"": ""褚悦珊"", ""biz_priority"": ""代客业务中心优先级1"", ""it_pm"": ""9a969130-2666-4604-9326-c2b17ca09ef1"", ""techLead"": ""张弦"", ""in_delivery"": false, ""estimated_iteration"": ""本迭代无法启动后续重新排期"", ""delivery_content"": ""【不纳入说明】：上游行情中心数据需要改造，本迭代无法启动""}",8b6f3266-ad5d-4193-8b2e-724da8b4a476,
FICCHEADS-1149,债券增值税现金流自动生成 [0328],<p>自2025年8月8日起，财政部、税务总局将对在该日期之后（含当日）新发行的国债、地方政府债券、金融债券的利息收入，恢复征收增值税。需要对系统功能进行改造，以生成增值税费用现金流需支持推送运营中心复核</p><p>【当前迭代交付】完成技术方案设计，交付税收基础信息配置功能</p>,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""固定收益部"", ""domestic_overseas"": ""境内"", ""category_l1"": ""场外衍生品"", ""category_l2"": ""场外收益互换"", ""category_l3"": ""交易管理"", ""center"": ""代客业务中心"", ""team"": ""宏观产品团队"", ""biz_pm"": ""褚悦珊"", ""biz_priority"": ""代客业务中心优先级2"", ""it_pm"": ""9a969130-2666-4604-9326-c2b17ca09ef1"", ""techLead"": ""张弦"", ""in_delivery"": true, ""estimated_iteration"": ""预计0425迭代完成交付"", ""delivery_content"": ""完成技术方案设计，交付税收基础信息配置功能"", ""remarks"": ""技术负责人在【1-28日】已确认""}",8b6f3266-ad5d-4193-8b2e-724da8b4a476,
FICCHEADS-1096,部分白名单资质更新提醒提前 [0328],<p>对于衍生品客户下“专业投资者类型”为“专业一类”且“机构大类”为“私募”以外其他类型时，将客户下次年度资质更新首次提醒时间设置为到期前2个月。</p><p>【当前迭代交付】基于OB触发结果完成提醒触达展示，优化提醒到期日展示功能</p>,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""固定收益部"", ""domestic_overseas"": ""境内"", ""category_l1"": ""综合"", ""category_l2"": ""销售业务"", ""category_l3"": ""销售管理"", ""center"": ""销售业务中心"", ""team"": ""代客销售团队"", ""biz_pm"": ""陈思宇"", ""biz_priority"": ""销售业务中心优先级1"", ""it_pm"": ""1f032804-4e24-4b85-a5d3-e57bb39f84b4"", ""techLead"": ""张弦"", ""in_delivery"": true, ""estimated_iteration"": ""预计0328迭代完成交付"", ""delivery_content"": ""基于OB触发结果完成提醒触达展示，优化提醒到期日展示功能"", ""remarks"": ""技术负责人在【1-28日】已确认""}",8b6f3266-ad5d-4193-8b2e-724da8b4a476,
FICCHEADS-983,支持产品更换管理人功能 [0328],<p>在年度资质更新场景支持前端增加产品切换管理人/管理人平移的选项，系统不固定管理人ECIFID，根据流程中填写的管理人重新派发ID。办结后系统更新产品所属管理人的关系。</p><p>【当前迭代交付】【不纳入说明】：上游系统OB无法启动，需要上游完成之后再启动</p>,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""固定收益部"", ""domestic_overseas"": ""境内"", ""category_l1"": ""综合"", ""category_l2"": ""销售业务"", ""category_l3"": ""销售管理"", ""center"": ""销售业务中心"", ""team"": ""代客销售团队"", ""biz_pm"": ""陈思宇"", ""biz_priority"": ""销售业务中心优先级2"", ""it_pm"": ""1f032804-4e24-4b85-a5d3-e57bb39f84b4"", ""techLead"": ""张弦"", ""in_delivery"": false, ""estimated_iteration"": ""本迭代无法启动后续重新排期"", ""delivery_content"": ""【不纳入说明】：上游系统OB无法启动，需要上游完成之后再启动""}",8b6f3266-ad5d-4193-8b2e-724da8b4a476,
FICCHEADS-1197,外币回购大象开发需求 [0328],<p>新开发外币回购业务模块，但需求目前还在审核，尚未提交</p><p>【当前迭代交付】上线批量下单，内部执行，可用校验及查询，成交监控，清算导出等功能</p>,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""固定收益部"", ""domestic_overseas"": ""境内"", ""category_l1"": ""回购"", ""category_l2"": ""外币回购"", ""category_l3"": ""交易链路"", ""center"": ""流动性管理中心"", ""team"": ""—"", ""biz_pm"": ""韩玲"", ""biz_priority"": ""流动性管理中心优先级1"", ""it_pm"": ""6fe8459b-3b6b-4197-a29a-f95f2a7e20cc"", ""techLead"": ""戚挺"", ""in_delivery"": true, ""estimated_iteration"": ""预计0523迭代之后完成交付"", ""delivery_content"": ""上线批量下单，内部执行，可用校验及查询，成交监控，清算导出等功能"", ""remarks"": ""在排期反馈后，经固收高总及相关同事与IT重新沟通，外币回购作为作为重点需求纳入迭代""}",8b6f3266-ad5d-4193-8b2e-724da8b4a476,
FICCHEADS-955,票据业务持仓占用规则调整 [0328],<p>将票据业务持仓额度占用纳入固收常规限额体系内。</p><p>【当前迭代交付】【不纳入说明】：本迭代工作量饱和，无法纳入更多需求</p>,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""固定收益部"", ""domestic_overseas"": ""境内"", ""category_l1"": ""票据"", ""category_l2"": ""转贴现和正回购"", ""category_l3"": ""交易链路"", ""center"": ""流动性管理中心"", ""team"": ""—"", ""biz_pm"": ""韩玲"", ""biz_priority"": ""流动性管理中心优先级2"", ""it_pm"": ""6fe8459b-3b6b-4197-a29a-f95f2a7e20cc"", ""techLead"": ""戚挺"", ""in_delivery"": false, ""estimated_iteration"": ""本迭代无法启动后续重新排期"", ""delivery_content"": ""【不纳入说明】：本迭代工作量饱和，无法纳入更多需求""}",8b6f3266-ad5d-4193-8b2e-724da8b4a476,
FICCHEADS-931,金交所/银行间 即远掉询价交易风控相关需求 [0328],<p>为丰富客需衍生品业务对冲渠道的多样性，交易台提出支持黄金即远掉交易需求。相应地，风险管理方面提出配套风险管理以及风险分析需求以支持该业务开展，包括：</p><p>1）相关授权与权限功能；</p><p>2）场外衍生品估值敞口监控界面以及损益监控有关功能开发及改造。</p><p>【当前迭代交付】【不纳入说明】：本迭代工作量饱和，无法纳入更多需求</p>,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""固定收益部"", ""domestic_overseas"": ""境内"", ""category_l1"": ""贵金属"", ""category_l2"": ""黄金"", ""category_l3"": ""交易风控"", ""center"": ""风险合规中心"", ""team"": ""风险管理团队"", ""biz_pm"": ""赵鸿达"", ""biz_priority"": ""风险合规中心优先级1"", ""it_pm"": ""86316c00-0847-43a8-8176-834f264e0307"", ""techLead"": ""戚挺"", ""in_delivery"": false, ""estimated_iteration"": ""本迭代无法启动后续重新排期"", ""delivery_content"": ""【不纳入说明】：本迭代工作量饱和，无法纳入更多需求""}",8b6f3266-ad5d-4193-8b2e-724da8b4a476,
FICCHEADS-147,大象信用债持仓功能模块的开发需求 [0328],<p>大象信用债持仓监控功能构建</p><p>【当前迭代交付】【不纳入说明】：本迭代工作量饱和，无法纳入更多需求</p>,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""固定收益部"", ""domestic_overseas"": ""境内"", ""category_l1"": ""综合"", ""category_l2"": ""风险管理"", ""category_l3"": ""信用风险"", ""center"": ""风险合规中心"", ""team"": ""风险管理团队"", ""biz_pm"": ""赵鸿达"", ""biz_priority"": ""风险合规中心优先级2"", ""it_pm"": ""daa28f62-9d59-4c8a-9c93-28d931e72b99"", ""techLead"": ""姚忠兵"", ""in_delivery"": false, ""estimated_iteration"": ""本迭代无法启动后续重新排期"", ""delivery_content"": ""【不纳入说明】：本迭代工作量饱和，无法纳入更多需求""}",8b6f3266-ad5d-4193-8b2e-724da8b4a476,
IT需求申请央20251028572539,中央交易室固定收益类交易执行自动化需求 [0328],<p>随着交易中心、沪深交易所不断推出和完善各类型FICC类交易的接口，部分由中央交易室执行交易员手工下单的交易可接入自动化接口，减少大象系统和交易系统间的断点，降低相关操作风险，提升交易效率。</p><p>【当前迭代交付】【不纳入说明】：本迭代工作量饱和，无法纳入更多需求</p>,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""中央交易室"", ""domestic_overseas"": ""境内"", ""biz_pm"": ""张语蕙"", ""biz_priority"": ""中央交易室优先级1"", ""it_pm"": ""6fe8459b-3b6b-4197-a29a-f95f2a7e20cc"", ""techLead"": ""戚挺"", ""in_delivery"": false, ""estimated_iteration"": ""本迭代无法启动后续重新排期"", ""delivery_content"": ""【不纳入说明】：本迭代工作量饱和，无法纳入更多需求"", ""remarks"": ""技术负责人在【1-28日】已确认\n让位于外币回购和外币拆借的需求""}",8b6f3266-ad5d-4193-8b2e-724da8b4a476,
IT需求申请资运20251224590060,资金部2026年度IT需求申请（信用拆借审批链路迁移BPM） [0328],<p>根据部门业务发展及数字化转型规划，拟定2025年系统建设框架性需求，如附件。相关需求前期已线下沟通确认过。</p><p>【当前迭代交付】【不纳入说明】：本迭代工作量饱和，无法纳入更多需求</p>,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""资金运营部"", ""domestic_overseas"": ""境内"", ""biz_pm"": ""杨畅"", ""biz_priority"": ""资运部优先级2"", ""it_pm"": ""6fe8459b-3b6b-4197-a29a-f95f2a7e20cc"", ""techLead"": ""戚挺"", ""in_delivery"": false, ""estimated_iteration"": ""本迭代无法启动后续重新排期"", ""delivery_content"": ""【不纳入说明】：本迭代工作量饱和，无法纳入更多需求""}",8b6f3266-ad5d-4193-8b2e-724da8b4a476,
IT需求申请资运20251224590060,资金部2026年度IT需求申请（交易所回购策略信号发掘第一阶段） [0328],<p>根据部门业务发展及数字化转型规划，拟定2025年系统建设框架性需求，如附件。相关需求前期已线下沟通确认过。</p><p>【当前迭代交付】【不纳入说明】：本迭代工作量饱和，无法纳入更多需求</p>,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""资金运营部"", ""domestic_overseas"": ""境内"", ""biz_pm"": ""杨畅"", ""biz_priority"": ""资运部优先级1"", ""it_pm"": ""6fe8459b-3b6b-4197-a29a-f95f2a7e20cc"", ""techLead"": ""姚忠兵"", ""in_delivery"": false, ""estimated_iteration"": ""本迭代无法启动后续重新排期"", ""delivery_content"": ""【不纳入说明】：本迭代工作量饱和，无法纳入更多需求""}",8b6f3266-ad5d-4193-8b2e-724da8b4a476,
IT需求申请风20250905559247,关于风险数据集市采集固收Cube和大象系统场外业务数据的需求 [0328],<p>提供大象系统手工簿记行情、收益互换定义文件、预付金账户配置、保证金参数、盯市配置、交易簿参数、簿记复核状态变更等数据以及Cube系统簿记复核状态变更数据，数据具体需求详情见附件</p><p>【当前迭代交付】完成风险管理部需要的数据加工处理</p>,5e8c9352-8553-4e87-97dc-88594010f83a,4657dc96-1572-41e3-becd-0ba3d4ff8e22,jira,[],"{""department"": ""风险管理部"", ""domestic_overseas"": ""境内"", ""biz_pm"": ""汪倪佳"", ""biz_priority"": ""风控部优先级1"", ""it_pm"": ""9a969130-2666-4604-9326-c2b17ca09ef1"", ""techLead"": ""毕成功"", ""in_delivery"": true, ""estimated_iteration"": ""预计0425迭代完成交付"", ""delivery_content"": ""完成风险管理部需要的数据加工处理"", ""remarks"": ""技术负责人在【1-28日】已确认""}",8b6f3266-ad5d-4193-8b2e-724da8b4a476,
